,Name,Price,1h %,24h %,7d %,Market Cap,Volume(24h),Circulating Supply
359,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
360,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
361,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
362,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
363,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
364,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
365,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
366,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
367,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
368,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
369,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
370,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
371,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
372,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
373,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
374,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
375,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
376,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
377,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
378,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
379,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
380,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
381,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
382,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
383,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
384,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
385,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
386,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
387,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
388,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
389,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
390,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
391,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
392,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
393,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
394,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
395,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
396,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
397,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
398,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
399,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
400,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
401,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
402,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
403,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
404,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
405,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
406,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
407,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
408,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
409,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
410,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
411,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
412,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
413,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
414,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
415,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
416,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
417,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
418,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
419,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
420,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
421,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
422,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
423,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
424,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
425,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
426,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
427,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
428,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
429,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
430,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
431,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
432,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
433,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
434,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
435,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
436,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
437,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
438,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
439,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
440,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
441,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
442,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
443,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
444,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
445,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
446,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
447,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
448,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
449,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
450,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
451,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
452,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
453,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
454,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
455,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
456,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
457,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
458,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
459,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
460,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
461,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
462,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
463,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
464,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
465,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
466,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
467,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
468,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
469,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
470,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
471,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
472,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
473,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
474,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
475,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
476,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
477,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
478,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
479,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
480,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
481,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
482,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
483,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
484,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
485,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
486,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
487,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
488,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
489,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
490,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
491,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
492,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
493,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
494,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
495,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
496,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
497,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
498,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
499,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
500,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
501,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
502,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
503,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
504,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
505,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
506,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
507,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
508,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
509,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
510,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
511,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
512,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
513,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
514,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
515,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
516,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
517,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
518,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
519,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
520,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
521,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
522,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
523,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
524,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
525,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
526,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
527,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
528,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
529,Solana10SOL,$21.78,0.26%,0.51%,1.96%,"$8.58B$8,583,632,409","$338,675,32815,553,014 SOL","394,186,830 SOL"
530,Bitcoin1BTC,"$28,671.43",0.08%,2.22%,0.22%,"$555.00B$554,996,662,671","$16,328,139,858569,660 BTC","19,362,868 BTC"
531,Ethereum2ETH,"$1,867.00",0.10%,1.93%,0.48%,"$224.77B$224,772,860,360","$7,055,632,8163,778,792 ETH","120,381,822 ETH"
532,Tether3USDT,$1.00,0.01%,0.02%,0.00%,"$81.90B$81,895,621,948","$24,543,254,68524,535,016,091 USDT","81,868,131,511 USDT"
533,BNB4BNB,$323.24,0.01%,0.18%,4.56%,"$50.39B$50,390,410,315","$744,740,6732,303,552 BNB","155,862,239 BNB"
534,USD Coin5USDC,$0.9999,0.01%,0.00%,0.01%,"$30.26B$30,256,707,098","$2,744,401,0922,744,524,878 USDC","30,258,071,824 USDC"
535,XRP6XRP,$0.4602,0.22%,0.69%,2.32%,"$23.82B$23,822,507,342","$875,018,7421,901,488,272 XRP","51,768,283,547 XRP"
536,Cardano7ADA,$0.3855,0.13%,0.38%,4.09%,"$13.42B$13,418,963,416","$204,793,213531,295,921 ADA","34,812,875,083 ADA"
537,Dogecoin8DOGE,$0.07834,0.08%,0.15%,2.74%,"$10.90B$10,904,016,936","$226,362,2192,889,516,637 DOGE","139,189,916,384 DOGE"
538,Polygon9MATIC,$0.9848,0.67%,2.55%,2.23%,"$9.11B$9,108,874,442","$356,422,729361,924,081 MATIC","9,249,469,069 MATIC"
